AS,LOH_n_seg,LOH_frac_altered,MutationsSilent,MutationsNonSilent,CNV_segs,CNV_frac,HRD,purity,Treg_cluster,Study Abbreviation_BRCA
19,51,0.157576402746089,0.2069599148,0.45991092170000003,313.0,0.9998649382904372,15,0.81,1,1
22,89,0.18594037200618507,3.0502960016000005,9.4581120625,298.0,0.7296934253023086,32,0.64,0,1
13,133,0.1359763490286086,0.1486985531,0.531066261,483.0,0.5852082988324235,31,0.53,0,1
4,18,0.030413949007338726,0.1248882999,1.0240840592,104.0,0.095868136463929,7,0.61,0,1
7,39,0.06039923799614584,0.1018158423,0.35635544799999996,109.0,0.23680294965282506,16,0.47,0,1
3,44,0.04412667577147755,1.3638421297999999,2.8156740745,101.0,0.07022695216972101,9,0.53,0,1
14,64,0.1501605830871488,0.3158998154,0.5866710857,216.0,0.41386592140718975,15,0.83,1,1
0,2,0.000806390863909578,0.0968730885,0.41978338340000004,65.0,0.00080166510216155,0,0.77,1,1
11,26,0.22175024519023773,0.22261142739999998,0.8069664243000001,119.0,0.2914986670344897,25,0.51,0,1
10,12,0.16681852184649354,0.28183155460000003,0.6661473109,111.0,0.2465764737310181,15,0.47,0,1
14,21,0.1103783806754913,0.4142020054,1.2426060163,121.0,0.3947512758840627,23,0.44,0,1
4,16,0.0447987935818295,0.2113595811,0.7850498726,89.0,0.12925576427223098,12,0.64,0,1
2,11,0.08417822837348674,0.7479331062000001,2.2953809121,135.0,0.1824998418922528,32,0.44,1,1
15,13,0.2450303593214955,1.9322795788,4.9514664206,57.0,0.3858656999520598,13,0.54,0,1
24,76,0.17180905771579771,0.21329369480000002,0.7998513556,417.0,0.787482186184291,22,0.61,0,1
16,34,0.21106972274277955,0.4940414078,1.5644644579,314.0,0.8400316386102663,33,0.95,1,1
3,13,0.08457575742498367,0.2141002576,0.48937201729999996,117.0,0.18079124234719496,14,0.6,1,1
18,30,0.18255533922721587,0.3906855046,1.4425310938999998,216.0,0.6574112223176801,10,0.51,0,1
13,41,0.30010035287737397,0.3657348325,1.3785389839,327.0,0.5967311764425733,19,0.63,0,1
3,21,0.06403080802375953,0.28970498570000003,0.7403571856000001,144.0,0.10944553181030868,8,0.81,1,1
3,3,0.0267984227931948,0.3458999863,1.06430765,63.0,0.08617808829673873,7,0.72,1,1
9,111,0.4103730552563393,0.7648706910999999,3.1960668163999997,467.0,0.7482038995353704,83,0.6,0,1
11,16,0.41652218860336815,0.41353122700000006,0.8821999508,97.0,0.212835541826102,16,0.2,0,1
5,22,0.2074912881488446,0.5840169251,2.0301540731,185.0,0.5295740931551484,36,0.88,1,1
14,103,0.5478801092806679,0.6789894769,2.2350070282,414.0,0.8638740520486273,77,0.61,0,1
21,559,0.5174715763421572,0.382546324,1.2842626590000001,1602.0,0.8101520657483712,59,0.82,1,1
6,18,0.07092973226969157,0.2567136905,0.6845698414,198.0,0.11340540107912918,10,0.84,1,1
17,43,0.21683857373467494,1.0700120123,3.2945106694,394.0,0.4661552452196828,22,0.3,1,1
8,50,0.17829766050950366,0.3478915976,0.6957831952,247.0,0.256104393968067,18,0.59,0,1
4,25,0.0569700824137408,0.2470954818,1.1531122486,287.0,0.16666325450112854,20,0.6,0,1
4,7,0.053198917343901635,0.236113972,0.2597253692,81.0,0.1005204481037682,7,0.69,0,1
25,70,0.3966320576379245,1.0186765772,2.7611496698,287.0,0.2953317697401655,38,0.14,0,1
24,48,0.29098638165060997,0.4571562714,1.4857578821000001,386.0,0.7202012779607874,40,0.38,0,1
8,8,0.14206892779732844,0.0,0.0,62.0,0.1808548706397106,13,0.63,0,1
5,4,0.04080327497619824,0.1678990316,0.9794110175,109.0,0.08700564702637417,5,0.47,1,1
5,4,0.07875226100022609,0.3272127194,0.8180317986,47.0,0.11975934265071662,4,0.8,1,1
6,4,0.12616845287329226,0.7670918326,2.4140831202,57.0,0.08904092352900872,2,0.23,0,1
17,4,0.13351724330190584,0.34335482170000003,0.8187691901999999,67.0,0.8528352659285905,3,0.54,1,1
25,33,0.2821521235956116,0.8632663258,2.1293902704,168.0,0.9144743697777676,30,0.8,1,1
20,32,0.18095557518525693,0.3901419055,1.1425584375,171.0,0.5461074361189663,21,0.57,1,1
24,6,0.2041255645138499,0.1094509829,0.5472549146,73.0,0.6144774764093518,3,0.46,0,1
15,92,0.21123863835536394,0.5128840938,1.5116583818,419.0,0.9174145959032326,44,0.58,0,1
19,55,0.1462339976073988,1.9709942115,6.5506572324,216.0,0.5479899394590235,21,0.45,0,1
17,167,0.4879175428331475,0.7000099888,1.9782890989,565.0,0.870993255135885,62,0.69,0,1
10,64,0.22272982133638114,0.5229170882999999,1.2201398728,356.0,0.9184553200200992,30,0.76,1,1
13,182,0.6937758074783251,0.5783917152,2.148312085,455.0,0.9710601739635352,73,0.53,0,1
5,19,0.015826308469610518,0.217892,0.6809125001,59.0,0.1107517471603397,4,0.7,0,1
19,49,0.22829623437410884,0.2102230382,0.8408921529000001,290.0,0.9313258222089988,31,0.72,1,1
5,2,0.03291130490023608,0.0281673391,0.7041834779999999,51.0,0.10246934911835816,8,0.72,1,1
9,10,0.1304254925563849,0.21808750719999997,0.8178281520999999,67.0,0.22109574847275354,7,0.42,0,1
22,7,0.08742365828744522,0.2791598751,0.6141517250999999,77.0,0.5687311151002701,7,0.47,0,1
21,26,0.3203978129670101,2.0963083819,5.0093602892,217.0,0.5775382169217157,38,0.38,0,1
4,12,0.04597721901914691,0.1647127118,0.6863029657999999,135.0,0.07560213188424891,7,0.77,1,1
0,0,0.0,0.1357979171,0.2172766673,75.0,0.005626082756839597,1,0.88,0,1
22,7,0.13768190557073706,0.40833691130000005,1.0616759693,130.0,0.6784422010780322,7,0.81,1,1
26,5,0.06692250549327823,0.30227415960000004,1.2090966386,99.0,0.5453345397006396,3,0.66,1,1
15,15,0.17300062796053106,0.34363158039999997,1.7181579022,170.0,0.4430860486144976,25,0.45,0,1
2,16,0.06866419976546548,0.081154032,0.37871881590000006,115.0,0.07236328476516443,8,0.46,0,1
5,17,0.04110058402339516,0.1474124878,0.6780974437,196.0,0.10030320337610288,10,0.61,0,1
23,48,0.30889200392015703,2.0450642171,4.9957997303,370.0,0.6945128197232467,49,0.51,0,1
4,18,0.10248433375400016,0.2171348138,0.7871137001999999,87.0,0.11783932823213925,18,0.56,0,1
13,44,0.4536286948718879,0.44142283649999997,0.8534174837999999,173.0,0.7354812212364871,35,0.63,0,1
13,37,0.4030250629893081,0.3331146436,1.6322617535,212.0,0.4790265730714996,32,0.52,0,1
11,61,0.4621362583176698,0.2391828048,0.5846690785,218.0,0.6610017558898342,36,0.57,0,1
2,13,0.04348205955617997,1.0753693585,2.9841499697000002,148.0,0.10425230266391926,10,0.65,0,1
4,56,0.27277421713715483,1.337582558,4.5534725379,263.0,0.46348838256421904,70,0.56,0,1
17,26,0.10017227866531846,0.2458816514,0.5839689220000001,289.0,0.3842060316412662,31,0.19,0,1
34,54,0.5916805405826844,0.2073555777,0.7405556347,220.0,0.9462791668790412,26,0.7,0,1
31,52,0.2718125099927393,0.3639812652,0.783959648,241.0,0.9066092672438342,39,0.51,1,1
7,19,0.18823147038352112,0.34657263920000003,0.746464146,119.0,0.2602763006218829,15,0.49,0,1
5,19,0.021137938555171504,0.0549470913,0.41210318479999997,75.0,0.11530473365421975,3,0.6,1,1
6,5,0.06431216718962343,0.228661201,0.485905052,61.0,0.22889103610488715,4,0.55,0,1
12,27,0.2300852631536851,0.1603338664,0.5344462214,167.0,0.5734775996577758,23,0.49,0,1
4,15,0.06915080290722464,0.1348223546,0.5662538892,101.0,0.11101733981099124,6,0.66,0,1
6,8,0.06784410734891459,0.7399810269,1.6481395599000002,56.0,0.09347486737084584,8,0.5,0,1
24,63,0.5427144756098924,0.2674804993,0.6954492981,248.0,0.8363920314575976,40,0.66,1,1
4,13,0.09362987215242577,0.410044677,0.6150670155,116.0,0.1292707271689545,14,0.81,1,1
29,14,0.08849731625386036,0.6643526973,1.3287053947,319.0,0.8923847506531609,29,0.6,1,1
17,22,0.18495224400667887,0.66296733,1.8941923715,122.0,0.4896688756188257,21,0.43,0,1
4,5,0.09648616657690592,0.16480988189999998,0.3021514502,84.0,0.18910245056467528,7,0.44,0,1
25,34,0.2366310492612768,0.5312992522,2.0366471334000003,221.0,0.7376683292448558,25,0.56,1,1
6,5,0.10759693936024388,3.0238365768,7.954597121,59.0,0.18978465586979928,6,0.4,0,1
4,8,0.11516733032274032,0.3809303336,0.5713955005,84.0,0.13008470857484122,8,0.33,0,1
27,91,0.3834710058164944,0.6407802229,1.9502006784,361.0,0.6519394400203582,36,0.58,0,1
25,49,0.2945921336103223,0.516725604,1.550176812,293.0,0.7354607880498067,44,0.59,1,1
12,42,0.1792024396162639,0.2587281585,1.0636602070999999,206.0,0.3999059479766698,34,0.9,1,1
21,44,0.15829557951709214,0.7529745633,1.7011647540000001,574.0,0.8541677484713291,33,0.85,1,1
14,28,0.2173329924734864,0.1653786153,0.5622872921000001,135.0,0.5822714547602863,17,0.72,0,1
2,4,0.021505069248425282,0.1632290733,0.6202704784,72.0,0.10090281091378167,4,0.48,0,1
16,14,0.030727834571093283,0.0825642087,0.5504280583,101.0,0.9429968101048182,10,0.51,0,1
20,29,0.36357703624128535,0.3002655669,0.7206373604999999,195.0,0.6744219804077634,17,0.42,0,1
4,18,0.04023854561322157,0.3488879502,0.7849978879,135.0,0.15313058675347352,11,0.78,1,1
4,9,0.04432568458191825,0.16965533870000002,0.5655177956,74.0,0.12594643026937255,8,0.44,0,1
5,5,0.0958415324047283,0.7324947283,2.4228671781999997,65.0,0.1189101352591797,6,0.38,0,1
10,37,0.2136283049502765,0.1300448629,0.9428252559,150.0,0.3264100361496535,14,0.66,0,1
7,31,0.12831242168776955,0.5389137815,1.3472844539,202.0,0.2362652030414725,33,0.57,0,1
5,30,0.20625173422929527,0.33989687590000006,1.3904872196,154.0,0.3777401047397949,53,0.66,0,1
6,11,0.08289876369711491,0.0,0.0,73.0,0.14038770802684386,9,0.49,0,1
5,16,0.14077651719954015,0.110760792,0.17721726710000002,86.0,0.20214380163906448,13,0.5,1,1
22,89,0.3086385272425707,0.0,0.0,223.0,0.7895616262743149,52,0.43,0,1
14,88,0.3605218264708032,0.30589547100000003,1.3983792959,158.0,0.6874353089853819,66,0.4,0,1
10,86,0.20220411012744324,0.1082336357,0.3679943615,171.0,0.3358770003885205,10,0.9,1,1
6,26,0.05932450132294141,0.1058301826,0.7831433515999999,107.0,0.1244432858390491,8,0.66,1,1
23,100,0.2817003603998457,0.19344155329999999,0.6233116717,185.0,0.6515052078384831,13,0.55,0,1
8,15,0.04645749179507022,0.0,0.0,114.0,0.3751551224747394,9,0.39,0,1
9,61,0.08867880293781419,0.2204574991,0.6613724974,131.0,0.3486100231829477,21,0.27,0,1
6,187,0.3591897736424098,0.8610503837000001,3.0136763431,282.0,0.5915050401579567,55,0.63,0,1
5,132,0.3375676416751189,0.0,0.0,218.0,0.3425620960306445,58,0.49,0,1
20,82,0.3730592317586688,0.0,0.0,91.0,0.6012667699279324,0,0.37,0,1
0,17,0.01220620003132657,0.0,0.0,43.0,0.02428696883473722,2,0.24,0,1
0,6,0.00022008150943392734,0.0,0.0,55.0,5.442494178248867,0,0.64,1,1
26,90,0.2638477056874648,0.19964099230000001,1.4862162757,240.0,0.7147779989252998,29,0.45,1,1
13,36,0.11823692287031425,0.1509045597,0.5605026502,111.0,0.4611223252504912,11,0.56,0,1
11,146,0.4511762023347717,0.49861127689999996,1.1785357455,228.0,0.9130288447617181,65,0.58,0,1
27,8,0.15259456296044782,0.30590187809999997,0.5506233806,75.0,0.9015527969433288,10,0.86,1,1
10,65,0.2966126993394805,0.8141400569,2.5328801769,225.0,0.7324750611508919,50,0.73,0,1
7,14,0.11445150446650212,0.5656100422,1.0055289639,158.0,0.12210141939713365,11,0.39,0,1
3,6,0.017947658123421632,0.2181082438,0.810116334,83.0,0.06272337573926268,4,0.78,1,1
22,104,0.25402362827391595,0.35649497,1.5151036224,436.0,0.9254833351987608,54,0.81,1,1
7,20,0.07722411596778772,0.2380656641,0.5654059522,251.0,0.1879917220606479,16,0.8,1,1
16,85,0.5002009658723473,0.7678999598999999,3.5217480919999997,365.0,0.9186364219384602,74,0.55,1,1
17,2,0.02761274404681353,0.333572987,0.5559549783,69.0,0.8979048722627879,4,0.61,1,1
28,223,0.6175682332934282,0.4917547042,1.7881989243,684.0,0.8558332634440019,46,0.55,1,1
22,29,0.30064043070444824,0.4974646938,1.0175414191,168.0,0.6514990435694022,31,0.83,1,1
25,12,0.1245226328018386,0.1583745408,0.9238514883,207.0,0.924575450468162,9,0.65,0,1
4,4,0.05190437877581027,0.316274348,0.5462920556,109.0,0.11498029298803344,9,0.86,1,1
5,22,0.0767432648858286,0.0,0.0,115.0,0.12147700362437458,14,0.44,0,1
5,18,0.08171554271984383,0.304357903,0.8261143081,48.0,0.3102860757541654,4,0.72,1,1
9,20,0.2500827283422833,0.34075722159999994,0.9086859243000001,80.0,0.4288843036663818,25,0.46,0,1
10,32,0.346041877416085,0.5324816939,1.2424572859,130.0,0.4753436562760925,31,0.38,0,1
8,13,0.09920168925036472,1.0248226128,3.0424421318,79.0,0.2274909587590273,18,0.63,0,1
26,72,0.5585719713148368,0.1528312696,1.0392526331,260.0,0.6793305629884687,38,0.55,0,1
18,40,0.14419806304378474,0.16498020800000002,0.37120546810000005,91.0,0.4667968374497438,15,0.71,0,1
17,67,0.13648529126558376,0.2869178525,0.573835705,343.0,0.7321957295058796,39,0.55,0,1
1,2,0.008318855576469789,0.0,0.0,47.0,0.07998817853637903,3,0.43,1,1
5,26,0.12670116644863216,0.0,0.0,143.0,0.29806805436569705,18,0.9,1,1
11,0,0.0,0.0,0.0,52.0,0.9138737936747048,0,0.87,0,1
6,17,0.1902947303069986,0.0,0.0,62.0,0.33476507715390297,17,0.55,0,1
0,6,0.002308645641522757,0.2963789311,0.40222854939999997,55.0,0.002250166022473597,0,0.74,1,1
25,24,0.06798101275969316,0.147338058,0.5402395461,109.0,0.9999933139331731,10,0.48,1,1
7,29,0.09081579108048576,0.0,0.0,59.0,0.17078043790765216,10,0.44,0,1
10,105,0.3607914184636945,0.0,0.0,136.0,0.456601788510917,59,0.43,0,1
18,50,0.12861415951766986,0.0,0.0,143.0,0.5146198509472485,22,0.67,1,1
20,220,0.4521533544734988,0.1932396442,0.8159007198,434.0,0.8906946022076535,46,0.48,0,1
15,254,0.5566810621789731,0.476773936,1.7770664888999999,348.0,0.8117182692467589,60,0.49,0,1
22,116,0.2919373553875203,0.0,0.0,259.0,0.9289033423413648,33,0.77,0,1
14,148,0.33871295881668784,1.1943267621,2.455005011,323.0,0.6727290699428125,34,0.64,1,1
19,325,0.5014984840458796,1.0266495353,3.6399392615,635.0,0.9614672050388452,55,0.77,1,1
2,9,0.015947181717927774,0.1344303688,0.5601265366,75.0,0.05971147402655131,4,0.57,0,1
3,10,0.034489567549615574,0.1343130666,0.5820232885000001,62.0,0.0683594969545694,6,0.39,1,1
23,296,0.4858862811342452,0.2566042768,0.9331064609,543.0,0.7168461904319867,59,0.53,0,1
13,174,0.3955322823205744,0.35592807460000003,1.233883992,296.0,0.9217758025428221,48,0.76,1,1
17,126,0.2711858836782348,0.6697231492,2.3663551271000003,291.0,0.7495180308732367,68,0.8,1,1
7,211,0.4450987337116589,0.40891763020000005,1.8855646284,387.0,0.9479016077824616,76,0.59,0,1
21,17,0.1631757546436221,0.26730481629999997,0.9207165895999999,117.0,0.6250126504547349,20,0.83,1,1
22,43,0.31011454459759197,0.34482036549999995,1.9435329693,162.0,0.7877814524171315,30,0.64,0,1
5,5,0.04852929540711032,0.2678384978,0.9225548256999999,51.0,0.09445907780766602,8,0.65,1,1
20,84,0.2016840558817845,1.8450550981,5.7946261675,591.0,0.7103534818494883,38,0.78,1,1
20,117,0.22720700823691825,0.45266754270000004,1.5994253174000002,968.0,0.7991768380612285,63,0.57,0,1
27,35,0.23438413034146705,0.087579596,0.7298299665000001,142.0,0.7920666411333829,31,0.68,0,1
19,243,0.3866417163585378,0.574918978,1.7550158277,886.0,0.7830484654341042,67,0.67,0,1
11,103,0.3259587337003675,1.602432659,5.2524181599,402.0,0.6119961486652701,59,0.58,0,1
12,16,0.21466400975684072,0.2762937732,0.7674827034,84.0,0.8520921814082356,4,0.92,1,1
24,100,0.3576444473846053,0.587725166,1.9101067894,310.0,0.9145414716720668,31,0.83,1,1
19,47,0.3735349712836489,0.5557774843,1.8790572087000001,258.0,0.7830282000946456,55,0.52,0,1
20,29,0.12398024496558185,0.2782525763,1.9786849869999998,208.0,0.5910859770587629,21,0.58,0,1
14,40,0.17709875509534145,0.5577428207,1.7025833472999998,202.0,0.6693003392826815,31,0.73,1,1
16,41,0.15766408230303358,0.5154494293,1.8495538346,274.0,0.6720642640379395,29,0.74,1,1
6,47,0.15790241195253266,0.2965004403,1.4016384453,155.0,0.21379085019535105,20,0.52,0,1
22,4,0.02302669410909464,0.2998684807,0.7496712017,71.0,0.610400100185786,5,0.68,0,1
5,30,0.19620011733895293,0.4163227956,1.3877426519999998,184.0,0.4029300952730776,38,0.48,0,1
5,106,0.18637415115960235,0.3100101631,1.116036587,359.0,0.2447628902058676,25,0.71,0,1
6,9,0.10716688747946992,0.3940684932,0.8790758693999999,95.0,0.16123584287776385,13,0.59,1,1
5,111,0.35413232726384564,0.5299189283,2.2668754155,404.0,0.6486797941606923,71,0.81,1,1
11,50,0.1799849091119881,0.38638082490000003,1.0402560670999998,358.0,0.313638974470122,23,0.55,0,1
5,22,0.1661017054588078,0.4582100239,1.2524407321,147.0,0.4429587084344139,23,0.77,1,1
26,39,0.4762663342876384,0.6045120726,1.4838023600999999,154.0,0.4292310307589363,33,0.19,0,1
26,36,0.17496139950168624,0.9212793813,3.2987745587,256.0,0.7478988056229936,24,0.68,1,1
11,31,0.7495985881309458,0.179944998,0.449862495,124.0,0.93595631238072,11,0.88,1,1
22,69,0.2878888562822526,0.6282489633,2.6924955572000004,291.0,0.920379659694334,33,0.69,0,1
5,15,0.07180935568544608,0.2678162451,0.47611776899999997,95.0,0.12370524291088733,12,0.78,1,1
8,7,0.05319727978227912,0.0332641494,0.9313961845000001,63.0,0.18185893068404665,8,0.77,1,1
4,29,0.15573007957120125,0.5172034336,1.8254238831999998,187.0,0.2973669851641911,41,0.84,1,1
13,11,0.08897341587156231,0.1808717621,0.4823246989,98.0,0.27741624141822313,14,0.72,1,1
3,6,0.04203560941998278,0.23436274629999998,0.6152022091,70.0,0.08636933784035121,11,0.7,0,1
19,28,0.234499790792959,0.47686209960000003,1.1921552489,292.0,0.829912279516003,26,0.66,0,1
15,19,0.015826778502529764,0.0,0.0,99.0,0.946921030127037,4,0.9,1,1
24,56,0.0931117379163509,0.2692616066,1.3163900767,364.0,0.9275539782019911,24,0.69,0,1
0,0,0.0,1.5858089132,3.0801288506,71.0,0.03675714571625846,0,0.78,0,1
19,94,0.35232602320017303,0.3376324586,0.9822035159,369.0,0.8094136757494049,33,0.65,0,1
16,64,0.20227850631440794,0.1214769557,0.9110771678,449.0,0.5593638224654249,39,0.63,1,1
9,90,0.4952667363702766,1.6447722180000002,5.819963232999999,250.0,0.9411316807637786,79,0.75,0,1
7,94,0.2160414457080423,0.2542414384,0.635603596,412.0,0.752056924607148,25,0.75,1,1
17,87,0.5207062845291529,1.8818501452,5.5612884888,290.0,0.7585219071836934,85,0.48,0,1
8,14,0.0843943171721296,0.3302182346,1.1107340619,195.0,0.3755588734988081,12,0.78,1,1
23,30,0.4020517176370748,0.2351964281,0.8231874984,202.0,0.6465166449271655,35,0.35,0,1
6,16,0.06787037073312187,0.3600908653,0.810204447,82.0,0.10543580535296596,13,0.62,0,1
17,27,0.1937944237259003,0.3366133139,0.9486375209000001,157.0,0.9163712415639046,13,0.59,1,1
17,13,0.0648444438605677,0.2156862377,0.4929971146,169.0,0.8794361258388923,11,0.76,0,1
24,16,0.30422673014561363,0.45844627670000004,2.0782897875999997,92.0,0.6933779837342746,13,0.71,1,1
22,12,0.07872283006479294,0.999379479,2.560909915,135.0,0.9468976155769608,7,0.78,1,1
11,85,0.41072924310535536,1.3729551091999999,5.064678847300001,297.0,0.8493397356703316,39,0.58,0,1
9,3,0.030580339923894057,1.1067221851,3.4620540151,47.0,0.26300320036790475,6,0.65,0,1
2,2,0.03660473601601843,0.1743698521,0.7846643343,39.0,0.06829153695800119,6,0.63,0,1
17,38,0.16991820105785035,0.8079076384,2.3948690709,290.0,0.7500556088563544,51,0.53,0,1
5,24,0.20669383841501987,0.1256814487,0.8483497790000001,86.0,0.3964320840068984,12,0.86,1,1
13,44,0.27316851450522645,1.4840248582,5.579933467,197.0,0.5837528470412089,70,0.36,0,1
26,7,0.07314859047846327,0.4100080052,1.1354067838,104.0,0.7592476236367207,13,0.69,1,1
19,37,0.19502143216973453,0.39090986619999996,0.6916097631999999,251.0,0.5320177092456845,24,0.84,1,1
4,71,0.1570718505162398,0.5430179417000001,1.0860358833,394.0,0.2359895776201037,24,0.57,0,1
9,33,0.1872708810254973,1.7612161879,6.3990854826,149.0,0.24243417393741004,10,0.61,0,1
16,37,0.14309184793100754,1.1644846166,3.2993730802999996,382.0,0.5480463848717977,34,0.59,0,1
2,34,0.19372768483130995,1.231979186,3.51114068,184.0,0.7825405472192878,51,0.78,0,1
14,84,0.31243055976621154,0.8405423851999999,1.6210460286000001,458.0,0.8450832104459013,22,0.83,0,1
24,176,0.31207317540129403,1.1677019742,3.6228702276,667.0,0.7251995085183683,46,0.49,0,1
20,11,0.2497551171814523,0.5553648117000001,1.8203624385,157.0,0.6133499039706427,16,0.52,0,1
13,15,0.05081934789024446,0.0601106685,0.6311620198,94.0,0.3946246336212016,10,0.63,1,1
3,13,0.026425724244401986,0.2968177041,0.6476022634,77.0,0.07025055421060215,4,0.83,1,1
7,28,0.2395084466490525,0.5147050475,2.1496504925999997,193.0,0.4215616902213197,56,0.73,1,1
21,27,0.07916273715457765,0.5064862048,1.3611816754,138.0,0.5725006240939168,26,0.3,0,1
4,8,0.07486273027746539,9.929543127899999,29.932535806,70.0,0.12047816726544565,10,0.85,0,1
3,12,0.1027144293084492,0.3587756172,1.2557146603,99.0,0.30992603840205424,18,0.62,0,1
17,11,0.03835451193701443,0.4971217617,0.6904468912,108.0,0.6014733499822074,14,0.65,0,1
7,39,0.2111048803149272,0.2755775378,0.6123945284000001,147.0,0.3309899072784913,28,0.63,1,1
17,17,0.1776169044849189,0.3018410402,0.7244184964,144.0,0.3886597788328901,14,0.31,0,1
15,23,0.35396057137136266,1.6405272287000001,4.782553955,133.0,0.2184129028287548,21,0.22,0,1
33,11,0.05544115997852126,0.32751377379999996,1.5065633596999999,119.0,0.7249808026202801,11,0.75,0,1
17,24,0.10206763885588982,0.2792755325,0.7261163843999999,139.0,0.8111883287636363,18,0.83,1,1
8,103,0.1603908221613315,0.3242809806,0.7075221395,423.0,0.4654524326461667,8,0.76,1,1
4,44,0.14072339865170153,0.8901467174,3.1922502967,299.0,0.2471943994239426,26,0.48,0,1
19,5,0.033919626792534005,0.17305008030000002,0.46146688090000004,91.0,0.7745771835764642,8,0.5,1,1
18,9,0.06877602313598033,0.0,0.0,77.0,0.2877035451598605,6,0.22,0,1
16,40,0.11528152230075504,36.181351651,113.65363515,285.0,0.875266156802492,21,0.67,0,1
3,14,0.12138587452759167,1.0483998089,2.2509760602,74.0,0.1088007094325498,19,0.53,0,1
14,98,0.4801647227972227,0.38465506850000003,1.6517541176,276.0,0.9222521143758918,49,0.86,1,1
18,134,0.3113608505736725,0.0437798383,0.35023870630000004,316.0,0.7890149070179396,25,0.58,0,1
4,14,0.06541069194337107,0.1222064783,0.27496457620000003,115.0,0.09738696688808604,8,0.23,0,1
5,23,0.07658395634893052,0.0,0.0,153.0,0.18620504101180804,14,0.37,0,1
0,0,0.0,0.0,0.2507115429,95.0,0.07450535409264561,0,1.0,0,1
3,6,0.035052920184037134,0.34103844590000004,0.8370943673000001,74.0,0.07883871740596217,10,0.57,1,1
0,0,0.0,0.0,0.0,45.0,0.4602871973977296,0,1.0,0,1
11,31,0.1573799418702387,0.0,0.0,203.0,0.7719466925182176,10,0.89,0,1
2,19,0.07729638937319172,0.1450770034,0.6383388149,126.0,0.13455607659530658,22,0.38,0,1
18,71,0.262316458129998,0.3607007129,0.6230285042,404.0,0.5677877751298066,40,0.81,1,1
5,5,0.04971946564887191,0.0,0.0,69.0,0.2558012760942726,11,0.58,0,1
23,14,0.07339276590083625,0.0,0.0,116.0,0.6246190067426527,9,0.53,0,1
13,6,0.059409062450134976,0.0,0.0,73.0,0.2670307071630339,7,0.27,0,1
13,32,0.1512975539441664,0.0,0.0,131.0,0.3664185283986913,11,0.7,1,1
5,9,0.055539425594936284,0.1592520323,0.22750290329999998,82.0,0.1526572409772787,10,0.48,0,1
6,49,0.16329419704464385,0.0826273429,0.5164208934000001,192.0,0.3187214823412696,25,0.42,0,1
2,23,0.0389913476680486,0.1777446264,0.4443615661,66.0,0.0716322023527689,10,0.43,0,1
6,5,0.05581233314058357,0.1081301292,0.5190246204,117.0,0.13442477593496258,14,0.71,0,1
5,17,0.07578493937458343,0.0,0.0,135.0,0.1223000699228264,8,0.44,0,1
4,3,0.03902370798758216,0.0,0.0,45.0,0.07100240606535227,7,0.77,1,1
23,51,0.2345271558002757,0.7765885791,2.2853892469,227.0,0.6259864847786005,36,0.48,0,1
6,8,0.11089909588773234,0.0,0.0,62.0,0.1897654480078815,2,0.36,0,1
8,7,0.1168013340613719,0.0,0.0,71.0,0.14536091855133898,8,0.58,0,1
0,9,0.0005524663825891068,0.0660024401,0.2640097604,79.0,0.05713548208018381,3,1.0,1,1
1,12,0.0017485327381929535,0.24274477789999999,0.33101560620000003,63.0,0.04430274325649861,3,0.97,1,1
