AS,LOH_n_seg,LOH_frac_altered,MutationsSilent,MutationsNonSilent,CNV_segs,CNV_frac,HRD,purity,Treg_cluster,Study Abbreviation_BRCA
7,46,0.10869724364153692,0.1517436966,0.9538175213,147.0,0.34544434676310765,13,0.75,1,1
25,107,0.19366961463731872,0.9906903901999999,2.7416780567,250.0,0.7496281440565303,37,0.42,0,1
8,187,0.6916153270090701,0.1842591889,0.6218747626,94.0,0.8712703576264179,25,0.5,-1,1
9,36,0.1713809476522146,3.0378895174,8.5654779626,77.0,0.26025141098626514,25,0.48,0,1
4,141,0.13356574498884774,0.5518833341,1.1267618070999998,515.0,0.713736421213087,23,0.78,1,1
18,92,0.13598853416360565,0.4391749308,1.3868682027,441.0,0.5005087221158215,28,0.66,1,1
29,81,0.2638891324546362,0.2890574029,1.1339944269,173.0,0.8644750995826455,24,0.79,1,1
22,12,0.05703142303323181,0.3584779314,1.2322678891,75.0,0.5691644794342627,15,0.55,1,1
6,21,0.06837541404199232,0.09118333099999999,0.31914165850000004,59.0,0.12379887739267145,12,0.3,0,1
13,331,0.7994056290840029,1.0506192284,2.5389964686,302.0,0.6726489212006636,31,0.54,0,1
5,62,0.14867788383549693,0.2364497475,1.0317807162000001,178.0,0.19115784675220407,24,0.5,0,1
8,9,0.033188574108651184,0.2614166933,0.47926393770000003,77.0,0.17494730238400208,6,0.77,1,1
8,144,0.18334042255135446,0.1346893135,0.47141259729999996,422.0,0.35145642770105395,24,0.88,1,1
1,28,0.10056135374354876,0.1378295033,0.27565900649999997,84.0,0.6246430975069145,8,0.84,1,1
20,74,0.08294986326085765,1.0921391731999999,2.8177190669,245.0,0.4280923288350226,36,0.42,0,1
23,284,0.4873956642212395,0.4245157326,1.4221277043,460.0,0.6619322464461049,71,0.22,0,1
1,15,0.03383461529060857,0.22410326030000002,0.2913342384,80.0,0.032836641783942445,4,0.84,1,1
8,27,0.14593771103154715,0.44702653929999997,0.8493504246,67.0,0.1344491615046184,7,0.46,0,1
14,20,0.20659459581984888,0.2423683214,1.0300653661,116.0,0.3072201984654973,12,0.56,1,1
24,11,0.1990906612656484,0.3458715617,0.7493883838,156.0,0.9469274398207372,10,0.67,0,1
14,27,0.10906269484655426,0.1969802478,0.6753608495000001,203.0,0.6081391855261223,17,0.61,1,1
7,4,0.023199207270890386,35.125400821999996,151.46758208,80.0,0.141588642671182,8,0.39,0,1
10,57,0.21786772630395326,0.2016663518,0.7778559282999999,210.0,0.379642941522624,40,0.69,0,1
14,40,0.27577020969528365,0.36141560380000004,1.0008432104,231.0,0.5433002329864017,43,0.56,1,1
19,70,0.17710252518055328,0.6217749486999999,1.7522748555,344.0,0.7671672433626023,35,0.64,0,1
4,40,0.20050753611943287,0.9711912954999999,2.1137692903,171.0,0.3693971801734935,61,0.91,1,1
16,75,0.20585460238641576,0.6304726527000001,2.0715530019,468.0,0.7287418793491337,40,0.64,0,1
12,6,0.047199514632887365,11.053339522,30.673766046,113.0,0.6471960088055111,16,0.69,1,1
6,75,0.3392461726590701,0.4598058283,2.0844530882,176.0,0.8802615787145017,66,0.78,0,1
21,52,0.160468061955109,0.7865695718000001,2.2192498632,783.0,0.5915427246207976,44,0.34,0,1
10,161,0.4655163792365542,0.8141944121,3.0155348594999998,611.0,0.9457442432324644,75,0.91,1,1
24,39,0.14511631876202608,0.18047393539999998,1.0828436123,245.0,0.6399531402898855,21,0.56,1,1
8,127,0.4730908143426667,0.5872673722,3.1041275388,481.0,0.9326167141828772,67,0.64,0,1
6,52,0.17697394602273048,0.3293174082,0.8781797551,304.0,0.4271827093331434,20,0.76,0,1
4,12,0.06326041773149774,0.1398878553,0.4756187079,88.0,0.15089235691263925,11,0.74,0,1
12,156,0.4090769971496334,0.6068570687,2.2251425854,709.0,0.8719864177551411,27,0.81,0,1
23,12,0.07202118823393584,0.569324851,0.8824535190999999,67.0,0.6215741721394711,9,0.7,1,1
7,75,0.2941495199870055,1.1468858251,4.1861332615,536.0,0.5440490272422033,57,0.94,1,1
3,2,0.07232726864373641,0.2672422312,0.9205010186,57.0,0.11277102109138387,3,0.18,0,1
3,21,0.0709898474789706,0.6848721567,1.5484066152,187.0,0.13844412505595222,12,0.64,1,1
19,62,0.1875503032740473,0.9079170948,2.1734984998,537.0,0.7254425426076978,57,0.62,1,1
19,65,0.2667483232961418,0.6663517599000001,1.9990552797999999,286.0,0.9430037813926859,35,0.55,1,1
20,37,0.1279626201523432,0.8341642072,2.7805473574,252.0,0.875087766651352,23,0.65,0,1
14,78,0.4832334560271373,0.8699877288,3.1029562327999995,313.0,0.6805351775212615,59,0.5,1,1
19,50,0.2518442426923211,0.24983175219999998,1.2213996774,309.0,0.9030860681370786,42,0.74,1,1
16,73,0.23178800053405,0.40317915909999996,1.4783235832,440.0,0.6358759628873895,28,0.83,1,1
13,13,0.16213607057504645,0.2726343953,0.8481958964,81.0,0.3436886708697324,20,0.52,1,1
12,58,0.19418314582475196,0.8454153412000001,3.6271045285000003,541.0,0.5851787375298683,71,0.47,0,1
4,19,0.08931224246378744,0.251810264,0.94428849,110.0,0.33699774464841153,23,0.67,1,1
14,5,0.05158025989400476,0.1371447167,0.6857235832999999,82.0,0.35137498231151804,5,0.58,1,1
6,12,0.07646305101715041,0.161842676,0.7822396005,140.0,0.12008656135737812,10,0.85,1,1
19,5,0.05582430798523679,0.10681086699999999,0.6408652022,66.0,0.4682723490580072,9,0.45,0,1
9,60,0.3337532559222618,0.188160895,0.2956814064,227.0,0.9505143392844876,35,0.81,1,1
10,99,0.4310880026588354,0.7503902029,3.1891583623,487.0,0.7979517000677585,84,0.61,0,1
2,29,0.12298359356420435,0.2569001782,0.8349255792,208.0,0.0908348581125152,7,0.52,0,1
6,49,0.2058992320058542,2.5256141473,8.0188249176,301.0,0.24949321520040355,26,0.51,0,1
23,57,0.2581666618987083,0.22437880170000002,0.8975152067000001,334.0,0.6667257437259415,32,0.51,0,1
14,21,0.12432074564365367,6.9934108905,19.44442479,179.0,0.4058542640040246,22,0.31,0,1
23,33,0.12377964422517312,0.8871891997,2.4326155477,239.0,0.6379678383478424,19,0.63,1,1
24,86,0.2457057028032213,0.5346390089,1.9009386984,661.0,0.7548657596551201,46,0.65,0,1
11,39,0.0992493502993629,0.5088956659,0.9895193503,447.0,0.5214198109834981,25,0.78,1,1
8,16,0.15134212782009993,0.3758008424,0.9828637418,94.0,0.2804910989651677,13,0.62,0,1
6,18,0.19939121276386806,0.609351659,2.3543132279,125.0,0.3201270150400197,43,0.53,0,1
1,2,0.0010057342337894118,0.08689625349999999,0.1158616714,47.0,0.03389498787888493,0,0.29,0,1
7,107,0.17162383967952746,0.2691569949,1.4654103056,446.0,0.33694144293954964,41,0.73,1,1
9,101,0.3805130166577145,0.7543235468,1.4772169459,528.0,0.8290010750986183,83,0.66,0,1
12,49,0.17547892541697088,0.5528886117,2.1242562447999997,320.0,0.7947700586121189,39,0.89,1,1
19,42,0.280029914778448,0.8257287386,2.5872833811000002,293.0,0.6967582621058565,52,0.45,0,1
3,20,0.14015506385345228,0.41422346159999995,1.2702852823000002,159.0,0.24502810854215146,18,0.64,1,1
5,100,0.469147615735406,0.5831689769,2.6936852741000004,368.0,0.5734541096969401,73,0.66,0,1
15,12,0.4286787062317135,0.1329926169,0.4521748974,58.0,0.8151420106924732,4,0.87,1,1
6,4,0.09038829079619874,0.1921157982,0.5489022805,72.0,0.13078371354094054,4,0.74,0,1
17,10,0.17943497403250014,0.8506395025,2.7165584114,86.0,0.433718309463825,9,0.38,0,1
10,39,0.2664519820243169,0.31103724050000003,0.653178205,143.0,0.947062873951192,37,0.66,0,1
7,82,0.3849702959171728,0.7974932456,2.6685350911000003,317.0,0.4931308838069857,68,0.73,0,1
7,106,0.3670025987164835,0.7252107334000001,2.8706258197000003,424.0,0.6618547628781511,51,0.62,0,1
12,41,0.2345301384831619,0.3194937685,1.2140763204,361.0,0.4120594365177328,34,0.48,0,1
2,19,0.015656647567060908,0.2897046444,0.6663206821000001,79.0,0.05361331575848252,4,0.42,0,1
6,43,0.18338588346015666,0.029894906000000002,0.4185286833,148.0,0.2284104986708113,16,0.54,0,1
7,18,0.18711066752254288,0.08924196449999999,0.3867151794,140.0,0.5425145792642586,14,0.8,1,1
4,8,0.1202518117553512,0.1235918867,0.4325716036,65.0,0.2089338112339288,10,0.51,0,1
15,54,0.17807430956174122,0.299258548,0.9576273537000001,371.0,0.5645840427219091,36,0.55,0,1
15,187,0.6329033223615921,0.861178413,3.6743612288,585.0,0.9346292958865146,89,0.8,1,1
5,2,0.015826502896615215,0.32903364960000003,0.7677451823,65.0,0.11536222588164564,4,0.96,1,1
4,37,0.1255928522399942,0.1082238111,0.45995119700000003,144.0,0.1535091442180508,19,0.74,0,1
25,25,0.6028875729882106,9.2214923167,22.895730145,95.0,0.5305324978454756,15,0.27,0,1
9,70,0.3901820762572595,0.9611916062,2.8270341358999995,336.0,0.5675753210511487,65,0.53,0,1
25,3,0.05921737270664256,0.0843305278,0.3935424629,65.0,0.5217201974925584,7,0.41,0,1
19,3,0.025363201229192243,0.0875547874,0.5253287244,59.0,0.9469599369780526,5,0.78,1,1
16,25,0.12233413595105352,0.4702030528,1.3552911521000002,297.0,0.4905054873634489,26,0.3,0,1
18,16,0.13386474773345114,0.2655749686,0.7672165759999999,128.0,0.40129440108499614,10,0.56,1,1
21,96,0.3938510443447296,0.18780565370000002,1.0016301531,465.0,0.833217422729975,56,0.77,1,1
6,25,0.15226257596584172,0.3182953831,0.9548861492,149.0,0.3167591968984953,31,0.68,0,1
0,0,0.0,0.1754165925,0.5554858762,43.0,0.4602871973977296,0,0.74,1,1
7,11,0.0931936612204129,0.1546258822,0.46387764659999997,123.0,0.2030726994089982,16,0.9,1,1
13,44,0.2321402553540957,0.7720726420999999,1.9805341688999998,353.0,0.5960815305212146,40,0.41,0,1
24,20,0.08524392854518226,0.46325127969999996,0.8956191406999999,189.0,0.8076458957141619,23,0.64,0,1
11,20,0.2165853346247429,0.417512582,0.9185276803,121.0,0.3732060020141254,29,0.74,1,1
15,56,0.12406095655570605,0.5011624611,1.7098483966,303.0,0.420273385361864,25,0.72,1,1
5,51,0.3716847554051491,0.7275341104,1.7908531949000002,194.0,0.4190842509278944,59,0.45,0,1
20,53,0.2917678349756884,0.4833583058,1.5104947057,329.0,0.636090690190344,17,0.5,1,1
10,35,0.2189371735926748,0.2718327946,0.6342765206000001,172.0,0.9154683453609884,27,0.89,1,1
9,3,0.03293533456943795,0.26800140899999997,0.5955586866,66.0,0.2037834431559344,9,0.59,0,1
23,314,0.40836383352882616,0.0,0.0,697.0,0.9364938996060213,35,0.91,1,1
20,75,0.1716887883384145,0.1200418687,0.4081423535,172.0,0.8657013343846527,16,0.74,0,1
10,76,0.2302407640604528,0.47163499259999997,1.029021802,111.0,0.26624040222737944,14,0.26,0,1
5,67,0.402790115635516,0.4761979593,1.4005822332,343.0,0.9303988481799766,70,0.93,1,1
11,12,0.011649581666307076,0.3579862984,0.8261222272,116.0,0.2903608173367164,10,0.33,0,1
19,16,0.10114193436721083,0.29818277120000003,0.7861182149,96.0,0.6027062778669192,16,0.75,0,1
14,39,0.5702153795292039,0.6472916151,1.6041574809,138.0,0.5338496632474525,49,0.29,0,1
12,87,0.2986423729261082,0.4815936641,1.337760178,402.0,0.5937646417632071,38,0.39,0,1
15,73,0.2662668996629389,0.3910674387,1.5084029778,358.0,0.85790836502525,36,0.61,0,1
16,77,0.2042835528099685,0.4586018715,1.4369525306,411.0,0.5833986102469788,58,0.48,0,1
7,40,0.16060451021397024,2.1434107934999997,7.1000482535,259.0,0.22368126203328909,22,0.41,0,1
8,98,0.3037707581379667,0.5080783756,2.004086926,342.0,0.9211981034340124,35,0.76,1,1
9,43,0.2584778922888335,0.35059394520000003,1.429344546,200.0,0.947110704424866,26,0.86,1,1
20,25,0.2888810826475292,0.2413329495,1.0558316539000001,117.0,0.588639615487689,32,0.4,0,1
6,71,0.5076288172270631,0.4830711275,2.1596120996,252.0,0.5614872680784331,72,0.41,-1,1
22,40,0.2906132105313468,0.3499769874,1.3044596804000002,187.0,0.8268550583789404,40,0.67,0,1
14,86,0.3517211790293191,0.2173988129,0.7608958451000001,360.0,0.9223741039325584,31,0.79,0,1
11,103,0.510537500257491,1.2523675366,4.238782431600001,320.0,0.5841580096473323,78,0.42,0,1
12,53,0.4575073636920625,0.9041016219,1.9411593646,298.0,0.9415398987255852,27,0.85,1,1
22,64,0.4989164032102007,0.4043676559,1.9929548756,323.0,0.7037390597935004,47,0.38,0,1
33,18,0.2785947037280539,0.21834316190000003,0.9006655427,92.0,0.2974357131294168,12,0.19,0,1
14,13,0.1089791057402111,0.4450465925,1.5298476616999999,107.0,0.3439641277685633,18,0.47,0,1
3,5,0.03832557759872768,0.1096150304,0.602882667,69.0,0.08165601374184019,10,0.42,0,1
3,8,0.09215268882611258,0.0,0.0,73.0,0.12161285710742405,21,0.45,0,1
9,63,0.2617148791808121,0.108391925,0.5690576065,280.0,0.33671933312261176,30,0.55,1,1
0,19,5.000461587640317e-05,0.649830849,2.0534654829,63.0,0.016799571650968896,0,0.66,0,1
12,46,0.2907089783428882,0.135936015,0.8156160901999999,240.0,0.3947869581296284,19,0.7,0,1
18,55,0.7409416560059658,0.24213841149999998,0.91474511,191.0,0.7575633872715686,31,0.46,0,1
17,79,0.36537590687702587,0.2968836982,1.1875347927,297.0,0.6083950947056067,26,0.54,0,1
6,9,0.0690795735859791,0.3206205909,0.7869778140000001,98.0,0.22389152174021976,9,0.77,1,1
6,91,0.20589870421610626,0.17028763940000002,0.5108629181000001,271.0,0.2155503347732426,22,0.51,1,1
23,4,0.09547299971655084,0.19270264269999998,1.0736290095,73.0,0.8778590562144912,6,0.65,1,1
12,22,0.2495843330099481,0.2705017393,0.7033045223000001,94.0,0.388181767399172,16,0.26,0,1
7,5,0.06397273949882562,0.2378214352,0.5813412859,61.0,0.1859917080933195,6,0.19,0,1
13,43,0.4248752383968867,0.4080555053,1.3601850178000001,211.0,0.9228288773493364,33,0.79,1,1
15,57,0.2632164194163909,1.0102232701,3.5989203996,308.0,0.8751843531012502,65,0.75,0,1
18,47,0.2541752208854721,0.12616033599999998,0.7254219322,207.0,0.938336853412478,24,0.78,1,1
8,31,0.238474984167548,0.3434986315,1.0591207803,152.0,0.4324203316136813,50,0.59,1,1
4,9,0.02964819467997329,0.2964170061,0.3853421079,63.0,0.15785942003623282,11,0.69,1,1
3,2,0.04328780156690189,0.2936297639,0.9396152445999999,56.0,0.15967483645789246,9,0.77,1,1
5,7,0.10318906049842028,0.1148754091,0.4882204889,57.0,0.11361102840343258,4,0.42,0,1
8,5,0.09791137679420273,0.0966432357,0.5798594144,44.0,0.15873437087524533,6,0.64,0,1
16,84,0.4027382141346886,1.5673677581999998,4.1697896962,292.0,0.7882703190226096,72,0.54,0,1
17,27,0.1321843169996728,0.19725694489999998,0.6246469923,217.0,0.5284456649833611,14,0.57,0,1
16,34,0.1383628274438837,0.3329242602,1.1803678317,196.0,0.8374371535376136,28,0.46,0,1
8,28,0.1549167365995421,0.2952577327,0.7381443317,188.0,0.2700555137893468,23,0.31,0,1
23,19,0.096842024637975,0.241798563,0.5742715871,119.0,0.6053303622781308,18,0.52,1,1
28,13,0.4899285623610493,0.0280932478,0.2809324778,46.0,0.4166594582343852,8,0.18,1,1
4,4,0.027818021176681976,0.20995467710000001,0.7198446071,67.0,0.07133652626741077,4,0.72,0,1
18,96,0.1928398644605112,0.3761125917,1.128337775,518.0,0.5235864296169969,33,0.81,1,1
19,27,0.13022669642347326,0.7986004025,3.0465126466,221.0,0.6429285948924921,30,0.53,0,1
13,153,0.5322569748880911,1.0057190672,4.662879311499999,546.0,0.9411576747427228,79,0.68,0,1
16,6,0.05497175229234299,0.058635824100000004,0.3224970324,105.0,0.1233630743667647,3,0.09,0,1
11,40,0.13022072381563884,0.2965291461,0.8895874383,292.0,0.44133429085579706,21,0.45,0,1
25,31,0.3075278841274582,0.48290757689999997,1.7807216897,213.0,0.7546295256895434,41,0.44,0,1
17,179,0.4514179516920682,1.329468549,4.6820414117,674.0,0.7640844581186509,63,0.73,1,1
4,7,0.0412540160334153,2.7337488425,6.8484635951,62.0,0.07248980550868951,7,0.74,0,1
3,19,0.031066166486862307,0.3089181728,1.4322569828,27.0,7.7811550761727775,0,0.23,0,1
3,12,0.04710433298961236,0.0,0.0,119.0,0.08738871636549356,9,0.4,0,1
26,11,0.30530669704787,0.3395583817,0.8488959542,52.0,0.6626098631505563,8,0.76,1,1
4,17,0.047206277539121405,0.08165074509999999,0.2993860653,80.0,0.10002038360517927,10,0.57,0,1
2,16,0.042237584847029684,0.37721256729999997,0.8891439084999999,82.0,0.0982799550130483,8,0.42,0,1
11,16,0.2296673615128928,0.0869427394,0.3187900446,59.0,0.3330829877849463,20,0.33,0,1
1,0,0.0,0.0580172669,0.20306043399999998,45.0,0.004718725223158709,2,0.19,1,1
19,141,0.5701593485009633,0.111743872,0.5363705854,68.0,0.9019590851020868,13,0.38,0,1
6,54,0.13651751370260984,0.20627997850000002,0.6646799307,113.0,0.20118274310866108,17,0.6,0,1
8,15,0.0668845752910961,0.06546260849999999,0.4800591293,88.0,0.22997886803024475,15,0.37,0,1
7,32,0.14659951933359006,0.3157871041,1.3533733033000002,49.0,0.11867070747862025,13,0.29,0,1
9,62,0.2847565338136365,0.2172093585,1.0426049206,271.0,0.3768190953617788,43,0.78,1,1
23,37,0.5324704208060799,0.421183698,1.2916300073,170.0,0.8564045543668085,40,0.46,0,1
11,2,0.015882632651607498,0.14017562320000002,0.5046322436,55.0,0.8924749845757879,4,0.64,0,1
12,110,0.2549962727949341,0.6162534552000001,1.9608064483,631.0,0.5241879766146444,33,0.61,0,1
6,15,0.08842459740786636,0.31000635120000003,0.6200127024000001,153.0,0.2386196539557011,20,0.91,1,1
21,7,0.12544311620833648,0.4867285724,1.6033411798,85.0,0.6029667734729698,22,0.74,1,1
4,7,0.04453300808902355,0.21028248300000002,0.8411299319,94.0,0.07880203083490163,5,0.94,1,1
12,47,0.1765230130601443,0.1102988976,0.6342186611999999,352.0,0.3801922521580705,21,0.59,1,1
11,60,0.304075349568322,0.1357814917,0.9776267405,721.0,0.946192447396847,26,0.72,0,1
27,11,0.1040703385140735,0.2169607257,0.8407228123,96.0,0.6864651782122541,16,0.26,0,1
14,101,0.4484377178682273,0.8057225639,3.8426768433999996,336.0,0.7847827646763824,73,0.4,0,1
13,33,0.3902612368348842,1.4819659416,3.2899643904,199.0,0.4251788570332595,20,0.52,0,1
9,10,0.0846173058268704,0.2756556504,0.7442702561,194.0,0.22148917599188675,14,0.78,1,1
7,58,0.08798124620714863,0.30792616100000003,0.8006080187000001,373.0,0.2492980167528643,21,0.59,0,1
21,69,0.1907214510246442,0.6229356761,1.5007086743,275.0,0.6722190364920886,26,0.67,0,1
2,2,0.032679049493980115,0.27583853329999997,0.8550994531999999,61.0,0.07711354642591578,5,0.75,0,1
14,82,0.3192251411960909,0.4554851618,1.7915749699,401.0,0.6513576037095401,57,0.54,0,1
20,48,0.3889136919170539,1.1390208179999999,3.8367017026,288.0,0.7091048328415654,39,0.64,1,1
7,24,0.11969088626466755,0.33171130530000004,1.7791788191,192.0,0.4847612992063218,30,0.9,1,1
10,47,0.17819970473090313,0.2501037027,0.9726255106,210.0,0.2893960251324981,24,0.66,1,1
3,11,0.03758415556182235,0.1170223351,0.5266005079,82.0,0.1043917294723126,13,0.75,1,1
9,32,0.2008225531306949,0.3877778622,1.2187304240999999,230.0,0.8544314601599838,20,0.91,1,1
4,4,0.030540133360088317,0.220023043,0.7425777701999999,137.0,0.08048955009885972,4,0.83,1,1
4,3,0.0304918738760327,0.3612193264,0.6112942446999999,85.0,0.07409682267210138,4,0.79,1,1
19,15,0.12354894056229655,0.1398584811,0.8950942792000001,129.0,0.4970109847672718,18,0.52,1,1
20,3,0.051128695898506805,0.1096224294,0.5207065396,93.0,0.4882279634484208,4,0.55,0,1
13,82,0.3360145400752257,1.0742926534000001,3.5258835802,400.0,0.7850192824580716,77,0.51,0,1
2,6,0.05586001522203695,0.2822916527,1.3267707675,105.0,0.04774145182579749,13,0.24,0,1
13,37,0.5470727896615251,0.3159836406,1.2955329266,114.0,0.8761582894505101,32,0.51,1,1
7,24,0.11610430988517062,0.5298624063,1.0285564356999999,227.0,0.1644088828185324,18,0.46,0,1
9,16,0.2265304051270515,0.1810225002,0.3318745836,163.0,0.2277089455099442,20,0.53,0,1
3,18,0.0908116228786515,0.1810402737,0.4224273053,88.0,0.1539730150380194,28,0.66,1,1
24,23,0.2032734948432998,0.3088079516,0.6690838952,127.0,0.6451108756489033,18,0.64,1,1
9,28,0.2381813274076401,0.3108107356,0.7770268389,177.0,0.3928477056323331,27,0.73,1,1
16,47,0.39873239852516656,0.29107076649999997,0.6615244694,201.0,0.4762482895221754,33,0.34,0,1
25,36,0.3172713977148099,0.1784950476,0.8329768886,128.0,0.6848162343401809,29,0.25,0,1
11,4,0.023207252429538645,0.7629049424,1.7801115322999999,55.0,0.2979138169600035,6,0.63,1,1
5,4,0.023650039573619826,0.1919198297,0.4386738965,51.0,0.1143408754517489,6,0.67,1,1
13,219,0.7065774524473072,0.5288141005,1.9908295547,574.0,0.948535234748736,78,0.74,0,1
0,0,0.0,0.12274881359999999,0.5523696612,53.0,0.03051097847795722,1,0.81,1,1
3,6,0.05213236457865368,0.3747407029,1.0617653248,119.0,0.0827195396684799,5,0.89,1,1
5,10,0.08769062702544751,0.254107643,0.3388101907,76.0,0.17476680276905585,17,0.59,1,1
27,18,0.3050500786035504,0.3040504383,0.6689109643,146.0,0.7552493331569754,13,0.82,1,1
22,16,0.1788505994753801,0.544566852,1.3614171299000002,176.0,0.6073506670920286,21,0.81,1,1
29,3,0.025396604042375964,0.2589066327,0.48904586170000003,103.0,0.4340709257566734,6,0.31,1,1
17,48,0.2139085863402924,0.365838723,1.5196377724,306.0,0.7919809505950072,33,0.56,0,1
9,9,0.12227377497834625,0.27719485239999997,0.9701819834000001,87.0,0.2248008942195349,10,0.69,1,1
19,79,0.4163826840879288,0.0,0.0,78.0,0.12859463360503687,55,0.13,0,1
6,219,0.6360367944348387,0.0,0.0,261.0,0.4742922091410331,69,0.55,0,1
24,95,0.5729519906141947,0.11008124,0.35225996789999997,85.0,0.4129490129194497,27,0.3,0,1
17,161,0.2867732836889817,0.0,0.0,297.0,0.6923563718574183,42,0.72,1,1
21,77,0.15171138207901375,0.0,0.0,174.0,0.6607396070205589,20,0.57,0,1
30,130,0.4542055774049111,0.42357344979999995,0.6242135049,194.0,0.8046142235443949,51,0.25,0,1
7,31,0.10133818247733813,0.2782423652,0.8347270956999999,106.0,0.2557841724029289,7,0.63,1,1
8,34,0.10885546536933413,0.2633728555,0.7023276146999999,97.0,0.2042427386887543,12,0.72,0,1
25,43,0.33143449422936444,0.2145345322,0.45588588090000004,202.0,0.8108225982849294,32,0.46,0,1
12,59,0.5151455690027583,0.5051762217,1.4091757763,295.0,0.9298283698450008,68,0.56,1,1
16,46,0.13272882195292202,1.4755437187,3.6593484223000003,353.0,0.528525691225422,41,0.45,0,1
25,24,0.13751580759099227,0.48025846549999995,1.2906946259999998,136.0,0.7460521476073073,17,0.42,0,1
3,29,0.229887948618166,0.44818957880000004,1.4286042825,145.0,0.28532998343300725,42,0.51,0,1
9,8,0.21159912009939816,0.6737739759,1.4823027471,50.0,0.2342406327080385,9,0.55,0,1
8,97,0.7147557488679734,0.2291721674,0.9739817114,313.0,0.6707454361832114,37,0.61,0,1
4,36,0.22433614467969207,0.2052947511,1.8183249380000002,214.0,0.373904553966484,71,0.55,0,1
21,8,0.07274560288064301,0.4093634186,1.5828718852,91.0,0.5392676306069749,10,0.48,0,1
10,50,0.2495281102267243,0.16645923070000002,0.8600393587,181.0,0.3041482951956596,27,0.25,1,1
8,103,0.3198489571620573,0.2597929381,0.8082446963,475.0,0.3940252427222993,37,0.62,0,1
34,39,0.4970910479928287,0.3719969039,0.9299922597,292.0,0.8664125778875332,23,0.48,0,1
3,22,0.13531813890596622,0.3909064691,0.7818129382,125.0,0.1966965720566699,14,0.59,0,1
5,10,0.07760414308354252,0.1118669432,0.7830686025,106.0,0.17941647664313273,8,0.68,0,1
12,42,0.29051736880121376,0.36329101869999997,0.5030183336,171.0,0.3519993020840473,26,0.43,0,1
19,37,0.4038375170079314,0.2061302427,0.9128625036,126.0,0.7096146839690654,62,0.54,0,1
16,7,0.11602431280146615,0.1766835543,0.7361814762000001,49.0,0.4886403183632027,7,0.38,0,1
17,10,0.0230667953183442,0.2957526372,1.4787631861000001,249.0,0.8147236635478317,41,0.91,0,1
4,5,0.06333659234748802,0.2835214052,0.5670428103,53.0,0.09363184606738142,8,0.6,1,1
3,4,0.05119597203302002,0.1061237827,0.6632736417,36.0,0.0812345183180953,5,0.29,1,1
15,134,0.4222803759867755,1.0223483465,3.5244114051,577.0,0.7378874217644911,62,0.49,1,1
5,5,0.06049352037939833,0.16086261400000001,0.5093982776,68.0,0.10088674529211454,8,0.4,0,1
12,64,0.3775506144663904,0.2520149929,1.2880766303,364.0,0.9874161520171316,37,0.54,0,1
2,19,0.015826568287963368,0.1389291359,0.305644099,69.0,0.0493478542762721,3,0.81,1,1
21,24,0.2290100765664838,0.2533657672,1.0134630686,129.0,0.7770478996506148,16,0.66,0,1
14,14,0.0615090927377002,0.17913403739999997,0.7463918225,96.0,0.8627142453947496,5,0.54,0,1
10,52,0.4339001491796163,0.6493420406,1.9750820403,210.0,0.5372248010293258,56,0.54,0,1
20,9,0.19081391546919813,1.5117672381,6.153157881499999,62.0,0.3455954824961279,22,0.41,0,1
