B.cells.naive,B.cells.memory,Plasma.cells,T.cells.CD8,T.cells.CD4.naive,T.cells.CD4.memory.resting,T.cells.CD4.memory.activated,T.cells.follicular.helper,T.cells.regulatory..Tregs.,T.cells.gamma.delta,NK.cells.resting,NK.cells.activated,Monocytes,Macrophages.M0,Macrophages.M1,Macrophages.M2,Dendritic.cells.resting,Dendritic.cells.activated,Mast.cells.resting,Mast.cells.activated,Eosinophils,Neutrophils,Treg_cluster
0.0,0.039,0.0,0.044000000000000004,0.0,0.113,0.0,0.127,0.0,0.0,0.0,0.14400000000000002,0.026000000000000002,0.01,0.024,0.32299999999999995,0.0,0.078,0.0,0.07200000000000001,0.0,0.0,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.039,0.012,0.049,0.191,0.0,0.006,0.0,0.10400000000000001,0.055,0.0,0.0,0.076,0.092,0.057,0.163,0.042,0.001,0.026000000000000002,0.0,0.07,0.017,0.0,1.0
0.0,0.256,0.0,0.0,0.0,0.149,0.0,0.055999999999999994,0.0,0.0,0.0,0.1,0.07,0.0,0.006999999999999999,0.20199999999999999,0.0,0.15,0.0,0.01,0.0,0.0,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.0,0.141,0.0,0.05,0.0,0.188,0.0,0.13,0.0,0.0,0.0,0.07200000000000001,0.057999999999999996,0.0,0.14400000000000002,0.204,0.0,0.005,0.006999999999999999,0.0,0.0,0.0,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,1.0
0.0,0.059000000000000004,0.0,0.102,0.0,0.10099999999999999,0.0,0.109,0.015,0.0,0.0,0.138,0.035,0.046,0.09,0.187,0.035,0.006,0.0,0.076,0.0,0.0,1.0
0.049,0.085,0.065,0.11599999999999999,0.0,0.138,0.0,0.128,0.076,0.0,0.0,0.084,0.07,0.013000000000000001,0.067,0.10300000000000001,0.0,0.0,0.006,0.0,0.0,0.0,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.0,0.11900000000000001,0.026000000000000002,0.121,0.0,0.017,0.0,0.08199999999999999,0.047,0.0,0.0,0.07,0.018000000000000002,0.198,0.032,0.081,0.0,0.001,0.184,0.0,0.0,0.003,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.0,0.031,0.040999999999999995,0.087,0.0,0.062,0.013000000000000001,0.067,0.001,0.006,0.0,0.10099999999999999,0.044000000000000004,0.045,0.142,0.23,0.006,0.0,0.0,0.109,0.008,0.006,1.0
0.0,0.1,0.061,0.177,0.0,0.01,0.0,0.077,0.023,0.128,0.0,0.045,0.001,0.0,0.038,0.32,0.0,0.009000000000000001,0.011000000000000001,0.0,0.0,0.0,1.0
0.0,0.125,0.001,0.13699999999999998,0.0,0.127,0.0,0.09,0.085,0.0,0.0,0.08,0.024,0.02,0.057,0.19899999999999998,0.0,0.055999999999999994,0.0,0.0,0.0,0.0,1.0
0.0,0.069,0.0,0.069,0.0,0.096,0.0,0.003,0.01,0.0,0.0,0.134,0.033,0.036000000000000004,0.064,0.306,0.0,0.158,0.0,0.0,0.0,0.023,0.0
0.0,0.045,0.0,0.055,0.0,0.052000000000000005,0.0,0.063,0.055999999999999994,0.0,0.001,0.021,0.001,0.193,0.095,0.337,0.001,0.0,0.0,0.081,0.0,0.0,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.046,0.0,0.038,0.105,0.0,0.21100000000000002,0.0,0.094,0.011000000000000001,0.0,0.0,0.013000000000000001,0.034,0.0,0.171,0.275,0.0,0.003,0.0,0.0,0.0,0.0,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,1.0
0.057999999999999996,0.0,0.003,0.133,0.0,0.191,0.0,0.098,0.02,0.0,0.0,0.039,0.037000000000000005,0.021,0.073,0.299,0.0,0.0,0.0,0.028999999999999998,0.0,0.0,1.0
0.059000000000000004,0.0,0.304,0.08,0.0,0.13,0.0,0.077,0.0,0.0,0.003,0.01,0.004,0.013000000000000001,0.038,0.25,0.0,0.0,0.027999999999999997,0.0,0.0,0.005,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.0,0.016,0.0,0.065,0.0,0.207,0.0,0.017,0.024,0.0,0.0,0.008,0.08199999999999999,0.013000000000000001,0.048,0.519,0.002,0.0,0.0,0.0,0.0,0.0,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.055999999999999994,0.0,0.003,0.052000000000000005,0.0,0.18600000000000003,0.0,0.078,0.011000000000000001,0.0,0.0,0.017,0.067,0.0,0.051,0.434,0.0,0.0,0.0,0.047,0.0,0.0,0.0
0.0,0.128,0.009000000000000001,0.0,0.0,0.057,0.0,0.042,0.049,0.0,0.0,0.027000000000000003,0.0,0.134,0.028999999999999998,0.494,0.0,0.0,0.03,0.0,0.0,0.0,0.0
0.0,0.031,0.0,0.016,0.0,0.087,0.0,0.069,0.013000000000000001,0.0,0.0,0.040999999999999995,0.011000000000000001,0.158,0.046,0.41700000000000004,0.008,0.015,0.0,0.08199999999999999,0.0,0.006999999999999999,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.0,0.046,0.006999999999999999,0.053,0.0,0.13,0.0,0.048,0.055,0.0,0.0,0.043,0.055999999999999994,0.273,0.045,0.19699999999999998,0.0,0.016,0.0,0.03,0.0,0.0,0.0
0.0,0.243,0.0,0.12,0.0,0.0,0.0,0.10400000000000001,0.07,0.0,0.0,0.0,0.011000000000000001,0.23399999999999999,0.027000000000000003,0.009000000000000001,0.0,0.003,0.174,0.0,0.0,0.004,0.0
0.0,0.13699999999999998,0.0,0.0,0.0,0.095,0.0,0.099,0.0,0.0,0.0,0.10300000000000001,0.128,0.15,0.0,0.155,0.0,0.133,0.0,0.0,0.0,0.0,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.0,0.085,0.0,0.067,0.0,0.09699999999999999,0.0,0.08800000000000001,0.005,0.0,0.0,0.044000000000000004,0.068,0.182,0.008,0.10300000000000001,0.011000000000000001,0.0,0.22899999999999998,0.0,0.012,0.001,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.015,0.003,0.004,0.045,0.0,0.021,0.0,0.053,0.019,0.0,0.0,0.075,0.042,0.085,0.036000000000000004,0.40399999999999997,0.001,0.0,0.0,0.142,0.0,0.055999999999999994,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.0,0.156,0.0,0.107,0.0,0.003,0.0,0.045,0.043,0.07,0.0,0.045,0.035,0.036000000000000004,0.136,0.222,0.001,0.0,0.0,0.095,0.0,0.006,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.024,0.07400000000000001,0.019,0.045,0.0,0.0,0.0,0.121,0.057,0.0,0.0,0.011000000000000001,0.046,0.47100000000000003,0.048,0.039,0.0,0.0,0.045,0.0,0.0,0.0,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.135,0.0,0.0,0.139,0.0,0.185,0.0,0.11599999999999999,0.042,0.0,0.0,0.027999999999999997,0.038,0.01,0.146,0.128,0.0,0.0,0.032,0.0,0.0,0.0,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.026000000000000002,0.002,0.0,0.24100000000000002,0.0,0.142,0.0,0.08,0.048,0.0,0.0,0.0,0.077,0.207,0.019,0.052000000000000005,0.0,0.0,0.106,0.0,0.0,0.0,0.0
0.001,0.018000000000000002,0.0,0.054000000000000006,0.0,0.266,0.0,0.006,0.012,0.0,0.0,0.053,0.039,0.0,0.018000000000000002,0.387,0.0,0.099,0.045,0.0,0.0,0.0,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.0,0.064,0.008,0.22899999999999998,0.0,0.107,0.0,0.151,0.004,0.0,0.0,0.051,0.08199999999999999,0.11599999999999999,0.064,0.0,0.0,0.0,0.113,0.0,0.013000000000000001,0.0,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,1.0
0.008,0.018000000000000002,0.0,0.0,0.0,0.21899999999999997,0.0,0.115,0.01,0.0,0.0,0.066,0.087,0.102,0.031,0.142,0.0,0.094,0.106,0.0,0.003,0.0,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.063,0.0,0.013999999999999999,0.055999999999999994,0.0,0.16899999999999998,0.0,0.05,0.057,0.0,0.02,0.028999999999999998,0.03,0.091,0.03,0.316,0.0,0.064,0.01,0.0,0.0,0.001,1.0
0.046,0.036000000000000004,0.03,0.182,0.0,0.055999999999999994,0.0,0.1,0.006,0.0,0.0,0.033,0.107,0.0,0.048,0.239,0.0,0.011000000000000001,0.096,0.0,0.009000000000000001,0.0,1.0
0.0,0.01,0.0,0.011000000000000001,0.0,0.065,0.0,0.11900000000000001,0.0,0.0,0.028999999999999998,0.027999999999999997,0.034,0.057,0.0,0.568,0.0,0.061,0.0,0.017,0.0,0.0,0.0
0.0,0.011000000000000001,0.02,0.062,0.0,0.212,0.0,0.043,0.024,0.0,0.0,0.085,0.053,0.022000000000000002,0.023,0.429,0.0,0.009000000000000001,0.002,0.0,0.0,0.008,1.0
0.0,0.12,0.027000000000000003,0.048,0.0,0.0,0.0,0.081,0.003,0.052000000000000005,0.0,0.109,0.083,0.214,0.083,0.175,0.0,0.0,0.005,0.0,0.0,0.0,0.0
0.06,0.0,0.057,0.066,0.0,0.061,0.0,0.079,0.0,0.0,0.0,0.040999999999999995,0.035,0.048,0.059000000000000004,0.397,0.0,0.035,0.0,0.026000000000000002,0.0,0.035,0.0
0.053,0.0,0.02,0.039,0.0,0.166,0.0,0.05,0.052000000000000005,0.0,0.040999999999999995,0.013999999999999999,0.016,0.087,0.043,0.377,0.0,0.021,0.0,0.013000000000000001,0.0,0.006999999999999999,1.0
0.0,0.192,0.0,0.039,0.0,0.10400000000000001,0.0,0.012,0.006999999999999999,0.0,0.003,0.001,0.064,0.0,0.0,0.43200000000000005,0.0,0.011000000000000001,0.134,0.0,0.0,0.0,0.0
0.085,0.0,0.035,0.18,0.0,0.17800000000000002,0.0,0.02,0.076,0.0,0.001,0.005,0.027000000000000003,0.0,0.03,0.35600000000000004,0.0,0.0,0.0,0.0,0.0,0.009000000000000001,1.0
0.0,0.03,0.013999999999999999,0.035,0.0,0.061,0.0,0.039,0.07,0.0,0.01,0.043,0.04,0.304,0.057,0.23600000000000002,0.0,0.0,0.0,0.06,0.0,0.0,1.0
0.0,0.114,0.0,0.16899999999999998,0.0,0.166,0.0,0.044000000000000004,0.001,0.0,0.0,0.055999999999999994,0.081,0.19699999999999998,0.016,0.040999999999999995,0.0,0.0,0.109,0.0,0.0,0.005,0.0
0.0,0.03,0.003,0.07200000000000001,0.0,0.20600000000000002,0.0,0.027999999999999997,0.022000000000000002,0.0,0.0,0.049,0.065,0.0,0.044000000000000004,0.429,0.0,0.0,0.0,0.051,0.0,0.001,0.0
0.0,0.042,0.004,0.036000000000000004,0.0,0.159,0.0,0.038,0.01,0.0,0.0,0.08900000000000001,0.022000000000000002,0.0,0.053,0.28,0.0,0.0,0.0,0.237,0.009000000000000001,0.022000000000000002,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,1.0
0.0,0.031,0.002,0.031,0.0,0.077,0.0,0.073,0.001,0.008,0.004,0.046,0.079,0.0,0.006999999999999999,0.382,0.0,0.226,0.013000000000000001,0.0,0.0,0.019,0.0
0.0,0.043,0.0,0.025,0.0,0.091,0.0,0.040999999999999995,0.0,0.0,0.0,0.039,0.0,0.267,0.040999999999999995,0.353,0.046,0.043,0.012,0.0,0.0,0.0,0.0
0.008,0.032,0.0,0.222,0.0,0.021,0.0,0.149,0.066,0.0,0.0,0.174,0.023,0.0,0.03,0.276,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,0.0
0.0,0.11599999999999999,0.08900000000000001,0.129,0.0,0.0,0.0,0.075,0.026000000000000002,0.0,0.0,0.044000000000000004,0.003,0.233,0.099,0.05,0.004,0.063,0.0,0.07,0.0,0.0,0.0
0.039,0.0,0.025,0.10400000000000001,0.0,0.21,0.0,0.111,0.065,0.0,0.016,0.0,0.039,0.0,0.09,0.27399999999999997,0.021,0.0,0.0,0.004,0.0,0.001,1.0
0.0,0.09,0.018000000000000002,0.10800000000000001,0.0,0.239,0.0,0.03,0.022000000000000002,0.0,0.0,0.032,0.044000000000000004,0.0,0.011000000000000001,0.371,0.001,0.013000000000000001,0.02,0.0,0.0,0.001,0.0
0.0,0.024,0.0,0.071,0.0,0.195,0.0,0.013999999999999999,0.0,0.0,0.0,0.006,0.059000000000000004,0.0,0.023,0.45299999999999996,0.0,0.004,0.109,0.0,0.0,0.040999999999999995,0.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,1.0
0.09,0.0,0.052000000000000005,0.03,0.0,0.076,0.0,0.034,0.0,0.0,0.003,0.005,0.004,0.22,0.031,0.408,0.0,0.0,0.0,0.032,0.0,0.015,1.0
0.0,0.013000000000000001,0.0,0.08900000000000001,0.0,0.152,0.0,0.022000000000000002,0.059000000000000004,0.0,0.0,0.04,0.063,0.203,0.05,0.28800000000000003,0.0,0.0,0.0,0.02,0.0,0.002,1.0
0.0,0.006,0.0,0.192,0.0,0.0,0.0,0.075,0.071,0.0,0.0,0.032,0.077,0.231,0.004,0.28300000000000003,0.0,0.0,0.0,0.0,0.031,0.0,0.0
0.0,0.034,0.005,0.09,0.0,0.188,0.0,0.03,0.10099999999999999,0.0,0.0,0.085,0.013999999999999999,0.145,0.02,0.23800000000000002,0.008,0.0,0.0,0.040999999999999995,0.0,0.0,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,1.0
0.008,0.017,0.006999999999999999,0.0765,0.0,0.1065,0.0,0.068,0.025,0.0,0.0,0.0505,0.0385,0.034,0.040999999999999995,0.29100000000000004,0.0,0.001,0.0,0.0035,0.0,0.0,1.0
